ID,Timestamp,X,Y,Z
2807,2024-09-09 21:37:03.004+00:00,2.729,3.105,8.748
2807,2024-09-09 21:37:03.011+00:00,2.691,3.01,8.823
2807,2024-09-09 21:37:03.018+00:00,2.665,2.964,8.763
2807,2024-09-09 21:37:03.025+00:00,2.624,3.0,8.768
2807,2024-09-09 21:37:03.031+00:00,2.48,3.002,8.923
2807,2024-09-09 21:37:03.069+00:00,2.595,3.096,8.911
2807,2024-09-09 21:37:03.076+00:00,2.787,3.194,8.72
2807,2024-09-09 21:37:03.083+00:00,2.816,3.201,8.713
2807,2024-09-09 21:37:03.091+00:00,2.89,3.213,8.724
2807,2024-09-09 21:37:03.099+00:00,2.976,3.314,8.724
2807,2024-09-09 21:37:03.165+00:00,3.129,3.362,8.66
2807,2024-09-09 21:37:03.172+00:00,3.223,3.371,8.595
2807,2024-09-09 21:37:03.178+00:00,3.215,3.263,8.633
2807,2024-09-09 21:37:03.185+00:00,3.165,3.187,8.705
2807,2024-09-09 21:37:03.192+00:00,3.254,3.29,8.78
2807,2024-09-09 21:37:03.260+00:00,3.306,3.321,8.789
2807,2024-09-09 21:37:03.267+00:00,3.273,3.299,8.775
2807,2024-09-09 21:37:03.274+00:00,3.23,3.292,8.825
2807,2024-09-09 21:37:03.281+00:00,3.218,3.266,8.672
2807,2024-09-09 21:37:03.288+00:00,3.235,3.211,8.595
2807,2024-09-09 21:37:03.355+00:00,3.213,3.285,8.633
2807,2024-09-09 21:37:03.362+00:00,3.179,3.311,8.614
2807,2024-09-09 21:37:03.369+00:00,3.033,3.22,8.61
2807,2024-09-09 21:37:03.376+00:00,3.024,3.251,8.72
2807,2024-09-09 21:37:03.382+00:00,3.177,3.388,8.808
2807,2024-09-09 21:37:03.450+00:00,3.189,3.323,8.638
2807,2024-09-09 21:37:03.452+00:00,3.117,3.16,8.368
2807,2024-09-09 21:37:03.455+00:00,3.165,3.055,8.284
2807,2024-09-09 21:37:03.457+00:00,3.165,3.134,8.473
2807,2024-09-09 21:37:03.459+00:00,3.328,3.369,8.564
2807,2024-09-09 21:37:03.544+00:00,3.474,3.4,8.507
2807,2024-09-09 21:37:03.546+00:00,3.364,3.328,8.471
2807,2024-09-09 21:37:03.549+00:00,3.28,3.34,8.492
2807,2024-09-09 21:37:03.551+00:00,3.201,3.386,8.523
2807,2024-09-09 21:37:03.553+00:00,3.031,3.263,8.677
2807,2024-09-09 21:37:03.640+00:00,2.983,3.242,8.909
2807,2024-09-09 21:37:03.642+00:00,2.921,3.278,8.911
2807,2024-09-09 21:37:03.645+00:00,2.899,3.311,8.813
2807,2024-09-09 21:37:03.647+00:00,2.928,3.283,8.669
2807,2024-09-09 21:37:03.649+00:00,2.895,3.251,8.583
2807,2024-09-09 21:37:03.735+00:00,2.88,3.225,8.657
2807,2024-09-09 21:37:03.737+00:00,3.074,3.383,8.717
2807,2024-09-09 21:37:03.740+00:00,3.146,3.402,8.708
2807,2024-09-09 21:37:03.742+00:00,3.017,3.28,8.734
2807,2024-09-09 21:37:03.745+00:00,3.045,3.256,8.679
2807,2024-09-09 21:37:03.831+00:00,3.103,3.307,8.803
2807,2024-09-09 21:37:03.833+00:00,3.144,3.397,8.894
2807,2024-09-09 21:37:03.835+00:00,3.235,3.553,9.096
2807,2024-09-09 21:37:03.837+00:00,3.347,3.567,8.942
2807,2024-09-09 21:37:03.840+00:00,3.258,3.417,8.586
2807,2024-09-09 21:37:03.925+00:00,3.088,3.225,8.298
2807,2024-09-09 21:37:03.927+00:00,3.074,3.22,8.416
2807,2024-09-09 21:37:03.929+00:00,3.16,3.304,8.504
2807,2024-09-09 21:37:03.932+00:00,3.294,3.441,8.514
2807,2024-09-09 21:37:03.934+00:00,3.297,3.414,8.473
2807,2024-09-09 21:37:04.022+00:00,3.098,3.199,8.521
2807,2024-09-09 21:37:04.025+00:00,2.727,3.048,8.511
2807,2024-09-09 21:37:04.027+00:00,2.516,3.048,8.698
2807,2024-09-09 21:37:04.029+00:00,2.569,3.213,8.765
2807,2024-09-09 21:37:04.031+00:00,2.813,3.359,8.825
2807,2024-09-09 21:37:04.117+00:00,2.986,3.5,8.897
2807,2024-09-09 21:37:04.119+00:00,2.887,3.534,8.906
2807,2024-09-09 21:37:04.122+00:00,2.701,3.481,8.909
2807,2024-09-09 21:37:04.124+00:00,2.66,3.421,8.83
2807,2024-09-09 21:37:04.126+00:00,2.705,3.366,8.732
2807,2024-09-09 21:37:04.213+00:00,2.772,3.381,8.629
2807,2024-09-09 21:37:04.216+00:00,2.784,3.462,8.61
2807,2024-09-09 21:37:04.218+00:00,2.828,3.445,8.595
2807,2024-09-09 21:37:04.220+00:00,2.868,3.417,8.648
2807,2024-09-09 21:37:04.222+00:00,2.828,3.297,8.729
2807,2024-09-09 21:37:04.308+00:00,2.741,3.256,8.669
2807,2024-09-09 21:37:04.310+00:00,2.816,3.369,8.574
2807,2024-09-09 21:37:04.312+00:00,2.842,3.33,8.624
2807,2024-09-09 21:37:04.315+00:00,2.674,3.11,8.622
2807,2024-09-09 21:37:04.317+00:00,2.557,3.022,8.49
2807,2024-09-09 21:37:04.408+00:00,2.844,3.402,8.559
2807,2024-09-09 21:37:04.415+00:00,3.139,3.802,8.547
2807,2024-09-09 21:37:04.421+00:00,3.345,3.891,8.509
2807,2024-09-09 21:37:04.428+00:00,3.409,3.84,8.473
2807,2024-09-09 21:37:04.434+00:00,3.232,3.656,8.497
2807,2024-09-09 21:37:04.503+00:00,3.026,3.532,8.483
2807,2024-09-09 21:37:04.509+00:00,2.806,3.371,8.708
2807,2024-09-09 21:37:04.516+00:00,2.653,3.299,8.825
2807,2024-09-09 21:37:04.522+00:00,2.655,3.381,8.801
2807,2024-09-09 21:37:04.529+00:00,2.923,3.579,8.672
2807,2024-09-09 21:37:04.597+00:00,3.191,3.776,8.566
2807,2024-09-09 21:37:04.604+00:00,3.163,3.644,8.373
2807,2024-09-09 21:37:04.610+00:00,2.885,3.366,8.447
2807,2024-09-09 21:37:04.617+00:00,2.737,3.302,8.54
2807,2024-09-09 21:37:04.623+00:00,2.744,3.342,8.662
2807,2024-09-09 21:37:04.692+00:00,2.6,3.299,8.971
2807,2024-09-09 21:37:04.699+00:00,2.641,3.338,8.923
2807,2024-09-09 21:37:04.705+00:00,2.878,3.556,8.653
2807,2024-09-09 21:37:04.712+00:00,3.077,3.694,8.526
2807,2024-09-09 21:37:04.719+00:00,3.29,3.761,8.519
2807,2024-09-09 21:37:04.787+00:00,3.28,3.67,8.574
2807,2024-09-09 21:37:04.794+00:00,3.251,3.599,8.466
2807,2024-09-09 21:37:04.800+00:00,3.335,3.682,8.361
