X_mean,X_std,Y_mean,Y_std,Z_mean,Z_std,X_aad,Y_aad,Z_aad,avg_resultant_acc,X_peak_interval_ms,Y_peak_interval_ms,Z_peak_interval_ms,X_bin_0,X_bin_1,X_bin_2,X_bin_3,X_bin_4,X_bin_5,X_bin_6,X_bin_7,X_bin_8,X_bin_9,Y_bin_0,Y_bin_1,Y_bin_2,Y_bin_3,Y_bin_4,Y_bin_5,Y_bin_6,Y_bin_7,Y_bin_8,Y_bin_9,Z_bin_0,Z_bin_1,Z_bin_2,Z_bin_3,Z_bin_4,Z_bin_5,Z_bin_6,Z_bin_7,Z_bin_8,Z_bin_9,Activity
1.1965246338951239,5.111415468553263,0.7216246526207164,2.4123565874154633,10.006860956033385,1.8625227156063386,4.561624471682448,2.0738950636105282,1.5311012290419561,11.650608101400891,541.6666666666666,541.6666666666666,270.3333333333333,0.2,0.13333333333333333,0.08571428571428572,0.09523809523809523,0.05714285714285714,0.05714285714285714,0.0761904761904762,0.05714285714285714,0.0761904761904762,0.1619047619047619,0.14285714285714285,0.08571428571428572,0.13333333333333333,0.08571428571428572,0.12380952380952381,0.0761904761904762,0.09523809523809523,0.05714285714285714,0.09523809523809523,0.10476190476190476,0.0761904761904762,0.09523809523809523,0.0761904761904762,0.14285714285714285,0.17142857142857143,0.14285714285714285,0.12380952380952381,0.11428571428571428,0.01904761904761905,0.0380952380952381,9
4.664666666666666,0.9628526828590597,-8.095200000000002,0.45258033541018994,2.723,0.8848996929972722,0.7932444444444445,0.34952,0.7305333333333333,9.799227229336452,487.6666666666667,319.6,354.0,0.13333333333333333,0.06666666666666667,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.13333333333333333,0.0,0.2,0.2,0.13333333333333333,0.2,0.06666666666666667,0.0,0.0,0.06666666666666667,0.13333333333333333,0.2,0.0,0.26666666666666666,0.06666666666666667,0.06666666666666667,0.0,0.2,0.0,0.06666666666666667,9
0.12060000000000003,0.0375140862432589,2.8774666666666673,0.08890809237009246,9.384266666666669,0.045434886253724646,0.03234666666666666,0.07483555555555554,0.042817777777777975,9.8168037943482,669.0,400.3333333333333,398.6666666666667,0.13333333333333333,0.06666666666666667,0.0,0.06666666666666667,0.13333333333333333,0.0,0.13333333333333333,0.2,0.06666666666666667,0.2,0.2,0.06666666666666667,0.0,0.0,0.0,0.2,0.0,0.13333333333333333,0.2,0.2,0.06666666666666667,0.26666666666666666,0.2,0.0,0.0,0.06666666666666667,0.0,0.2,0.13333333333333333,0.06666666666666667,0
-0.20796540603841784,0.31543907506350555,-0.8398310593278686,0.5971566146861722,9.886393212916477,0.6846361081337136,0.2794059578719077,0.48812627562405186,0.43401963272962507,9.945117120104548,358.25,530.3333333333334,366.0,0.038461538461538464,0.11538461538461539,0.15384615384615385,0.07692307692307693,0.0,0.15384615384615385,0.07692307692307693,0.23076923076923078,0.07692307692307693,0.07692307692307693,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.07692307692307693,0.11538461538461539,0.07692307692307693,0.15384615384615385,0.38461538461538464,0.038461538461538464,0.038461538461538464,0.0,0.07692307692307693,0.5,0.15384615384615385,0.11538461538461539,0.038461538461538464,0.0,0.038461538461538464,4
-1.0396802605979731,0.3940632278629402,4.063200529227566,0.18761171302681107,8.75071823597341,0.25787319397331504,0.30867232754711216,0.13815855458940307,0.19231309135590244,9.7147054926077,456.5,274.42857142857144,233.57142857142858,0.0380952380952381,0.01904761904761905,0.01904761904761905,0.02857142857142857,0.09523809523809523,0.11428571428571428,0.0761904761904762,0.3523809523809524,0.1619047619047619,0.09523809523809523,0.0380952380952381,0.01904761904761905,0.01904761904761905,0.08571428571428572,0.11428571428571428,0.24761904761904763,0.26666666666666666,0.11428571428571428,0.0380952380952381,0.05714285714285714,0.05714285714285714,0.0380952380952381,0.009523809523809525,0.10476190476190476,0.13333333333333333,0.2761904761904762,0.21904761904761905,0.047619047619047616,0.06666666666666667,0.047619047619047616,0
1.2419333333333331,0.016999869280543152,0.48826666666666657,0.008020529215013745,9.715066666666669,0.01164168754471988,0.013537777777777782,0.006586666666666656,0.009937777777777749,9.806309553683478,398.3333333333333,320.6,400.0,0.13333333333333333,0.0,0.13333333333333333,0.2,0.06666666666666667,0.2,0.06666666666666667,0.13333333333333333,0.0,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.2,0.2,0.13333333333333333,0.06666666666666667,0.0,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.0,0.13333333333333333,0.0,0.2,0.06666666666666667,0.06666666666666667,0.13333333333333333,0.13333333333333333,0.13333333333333333,0
2.4898,0.3247711399329278,5.134933333333334,0.2531282854382118,7.973333333333333,0.266469427056005,0.2694666666666665,0.23513777777777764,0.21479999999999985,9.816987476987299,666.0,444.0,402.3333333333333,0.3333333333333333,0.2,0.13333333333333333,0.0,0.13333333333333333,0.0,0.06666666666666667,0.0,0.06666666666666667,0.06666666666666667,0.2,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.06666666666666667,0.06666666666666667,0.26666666666666666,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.0,0.13333333333333333,0.26666666666666666,0.13333333333333333,0.0,0.13333333333333333,0.13333333333333333,0.06666666666666667,6
1.0974666666666666,0.38469240815083533,5.210066666666666,0.6642607386327216,8.343333333333334,0.8837751347989422,0.2983111111111112,0.5289866666666667,0.6607111111111111,9.95243748722857,354.3333333333333,488.3333333333333,442.6666666666667,0.06666666666666667,0.0,0.0,0.0,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.2,0.2,0.26666666666666666,0.06666666666666667,0.0,0.06666666666666667,0.06666666666666667,0.0,0.0,0.2,0.0,0.3333333333333333,0.26666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.13333333333333333,0.06666666666666667,0.0,0.06666666666666667,0.0,0.0,0.06666666666666667,5
-0.6645034834429349,0.21478654294018482,3.0918832959815465,0.13839107250328164,9.232730670805493,0.26701574989850324,0.157269889896317,0.11028253834899292,0.20557096776020356,9.762962097660726,337.25,303.1666666666667,320.8,0.05714285714285714,0.06666666666666667,0.09523809523809523,0.1619047619047619,0.3142857142857143,0.1619047619047619,0.0380952380952381,0.047619047619047616,0.047619047619047616,0.009523809523809525,0.047619047619047616,0.12380952380952381,0.23809523809523808,0.1523809523809524,0.1523809523809524,0.06666666666666667,0.06666666666666667,0.0380952380952381,0.05714285714285714,0.05714285714285714,0.01904761904761905,0.009523809523809525,0.05714285714285714,0.06666666666666667,0.13333333333333333,0.1523809523809524,0.3142857142857143,0.1523809523809524,0.0380952380952381,0.05714285714285714,0
-0.5531333333333334,0.42932332286466285,2.6362666666666668,0.7015474768126689,9.394,0.441936496192232,0.3526222222222222,0.5187111111111112,0.3081333333333334,9.811916089226921,355.0,931.0,399.5,0.06666666666666667,0.06666666666666667,0.13333333333333333,0.4,0.0,0.06666666666666667,0.06666666666666667,0.13333333333333333,0.0,0.06666666666666667,0.06666666666666667,0.0,0.0,0.06666666666666667,0.0,0.06666666666666667,0.06666666666666667,0.13333333333333333,0.4,0.2,0.06666666666666667,0.0,0.06666666666666667,0.3333333333333333,0.26666666666666666,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.06666666666666667,4
