ID,Timestamp,X,Y,Z
2807,2024-09-05 12:24:30.533+00:00,2.219,7.291,6.052
2807,2024-09-05 12:24:30.538+00:00,2.332,7.391,6.091
2807,2024-09-05 12:24:30.627+00:00,1.956,7.238,5.619
2807,2024-09-05 12:24:30.631+00:00,2.155,7.398,5.59
2807,2024-09-05 12:24:30.722+00:00,2.025,7.303,5.693
2807,2024-09-05 12:24:30.816+00:00,2.138,7.36,5.945
2807,2024-09-05 12:24:30.820+00:00,2.119,7.283,5.765
2807,2024-09-05 12:24:30.913+00:00,2.145,7.382,5.892
2807,2024-09-05 12:24:30.917+00:00,2.097,7.348,5.882
2807,2024-09-05 12:24:31.008+00:00,1.946,7.25,5.502
2807,2024-09-05 12:24:31.103+00:00,2.136,7.355,5.612
2807,2024-09-05 12:24:31.107+00:00,1.894,7.274,5.825
2807,2024-09-05 12:24:31.199+00:00,3.009,7.499,5.545
2807,2024-09-05 12:24:31.203+00:00,4.195,8.018,4.58
2807,2024-09-05 12:24:31.295+00:00,3.005,7.312,5.042
2807,2024-09-05 12:24:31.389+00:00,2.507,7.379,5.404
2807,2024-09-05 12:24:31.393+00:00,2.502,7.379,5.636
2807,2024-09-05 12:24:31.485+00:00,2.499,7.463,5.746
2807,2024-09-05 12:24:31.489+00:00,2.279,7.204,5.99
2807,2024-09-05 12:24:31.581+00:00,2.65,7.382,5.645
2807,2024-09-05 12:24:31.677+00:00,2.586,7.281,5.851
2807,2024-09-05 12:24:31.680+00:00,2.318,7.315,5.875
2807,2024-09-05 12:24:31.772+00:00,2.241,7.073,5.751
2807,2024-09-05 12:24:31.776+00:00,1.944,7.248,5.866
2807,2024-09-05 12:24:31.868+00:00,2.054,7.293,6.0
2807,2024-09-05 12:24:31.963+00:00,2.133,7.348,6.117
2807,2024-09-05 12:24:31.972+00:00,2.25,7.259,6.007
2807,2024-09-05 12:24:32.057+00:00,2.344,7.204,5.768
2807,2024-09-05 12:24:32.065+00:00,2.195,7.173,5.866
2807,2024-09-05 12:24:32.155+00:00,2.097,7.315,6.031
2807,2024-09-05 12:24:32.250+00:00,1.92,7.188,5.947
2807,2024-09-05 12:24:32.259+00:00,2.126,7.212,5.916
2807,2024-09-05 12:24:32.345+00:00,2.31,7.355,6.002
2807,2024-09-05 12:24:32.361+00:00,2.009,7.31,6.014
2807,2024-09-05 12:24:32.441+00:00,2.145,7.207,5.882
2807,2024-09-05 12:24:32.536+00:00,2.08,7.233,5.978
2807,2024-09-05 12:24:32.542+00:00,2.073,7.264,6.002
2807,2024-09-05 12:24:32.631+00:00,2.052,7.257,6.155
2807,2024-09-05 12:24:32.637+00:00,2.181,7.25,6.153
2807,2024-09-05 12:24:32.727+00:00,2.066,7.267,5.806
2807,2024-09-05 12:24:32.822+00:00,1.946,7.276,5.578
2807,2024-09-05 12:24:32.826+00:00,2.088,7.403,5.947
2807,2024-09-05 12:24:32.919+00:00,2.107,7.374,6.007
2807,2024-09-05 12:24:32.923+00:00,2.215,7.384,6.16
2807,2024-09-05 12:24:33.014+00:00,2.179,7.245,5.93
2807,2024-09-05 12:24:33.109+00:00,2.203,7.307,5.799
2807,2024-09-05 12:24:33.113+00:00,1.951,7.377,5.768
2807,2024-09-05 12:24:33.205+00:00,2.033,7.394,5.684
2807,2024-09-05 12:24:33.208+00:00,1.829,7.398,5.571
2807,2024-09-05 12:24:33.300+00:00,2.26,7.53,5.576
2807,2024-09-05 12:24:33.397+00:00,2.162,7.506,5.621
2807,2024-09-05 12:24:33.401+00:00,2.107,7.434,5.892
2807,2024-09-05 12:24:33.492+00:00,2.416,7.341,5.523
2807,2024-09-05 12:24:33.497+00:00,2.48,7.429,5.856
2807,2024-09-05 12:24:33.587+00:00,2.186,7.446,5.712
2807,2024-09-05 12:24:33.683+00:00,2.124,7.516,5.856
2807,2024-09-05 12:24:33.687+00:00,2.143,7.554,5.724
2807,2024-09-05 12:24:33.777+00:00,2.114,7.494,5.76
2807,2024-09-05 12:24:33.782+00:00,2.198,7.47,5.423
2807,2024-09-05 12:24:33.873+00:00,2.174,7.437,5.399
2807,2024-09-05 12:24:33.968+00:00,2.387,7.626,5.535
2807,2024-09-05 12:24:33.972+00:00,2.315,7.578,5.428
2807,2024-09-05 12:24:34.064+00:00,2.253,7.59,5.554
2807,2024-09-05 12:24:34.068+00:00,2.215,7.504,5.413
