ID,Timestamp,X,Y,Z
2809,2024-09-03 12:05:26.102+00:00,-0.961,-1.162,9.718
2809,2024-09-03 12:05:26.235+00:00,-0.797,-1.208,9.764
2809,2024-09-03 12:05:26.369+00:00,-0.923,-1.302,9.565
2809,2024-09-03 12:05:26.500+00:00,-1.033,-1.365,9.69
2809,2024-09-03 12:05:26.633+00:00,-0.928,-1.386,9.757
2809,2024-09-03 12:05:26.767+00:00,-0.753,-1.378,9.658
2809,2024-09-03 12:05:26.900+00:00,-0.68,-1.308,9.733
2809,2024-09-03 12:05:27.034+00:00,-0.671,-1.316,9.62
2809,2024-09-03 12:05:27.168+00:00,-0.579,-1.355,9.775
2809,2024-09-03 12:05:27.298+00:00,-0.404,-1.163,9.669
2809,2024-09-03 12:05:27.433+00:00,-0.654,-1.145,9.781
2809,2024-09-03 12:05:27.567+00:00,-0.362,-1.186,10.411
2809,2024-09-03 12:05:27.698+00:00,0.158,-0.382,12.076
2809,2024-09-03 12:05:27.831+00:00,-1.591,0.193,11.618
2809,2024-09-03 12:05:27.966+00:00,-0.328,2.071,9.032
2809,2024-09-03 12:05:28.100+00:00,-1.043,3.029,7.399
2809,2024-09-03 12:05:28.232+00:00,-0.127,3.793,7.959
2809,2024-09-03 12:05:28.364+00:00,-0.088,4.644,7.752
2809,2024-09-03 12:05:28.497+00:00,-0.173,4.924,8.064
2809,2024-09-03 12:05:28.631+00:00,-0.629,4.882,8.07
2809,2024-09-03 12:05:28.764+00:00,-0.276,4.875,8.305
2809,2024-09-03 12:05:28.899+00:00,-0.682,4.358,8.441
2809,2024-09-03 12:05:28.996+00:00,-0.465,3.385,6.756
2809,2024-09-03 12:05:29.129+00:00,0.098,0.305,13.507
2809,2024-09-03 12:05:29.263+00:00,1.201,2.23,10.088
2809,2024-09-03 12:05:29.393+00:00,0.067,3.778,8.252
2809,2024-09-03 12:05:29.527+00:00,-0.616,4.246,8.4
2809,2024-09-03 12:05:29.660+00:00,-0.598,4.55,8.679
2809,2024-09-03 12:05:29.794+00:00,-0.854,4.619,8.841
2809,2024-09-03 12:05:29.931+00:00,-0.674,4.932,8.288
2809,2024-09-03 12:05:30.062+00:00,-0.148,5.457,7.877
2809,2024-09-03 12:05:30.193+00:00,-0.373,5.233,8.243
2809,2024-09-03 12:05:30.326+00:00,-0.713,4.862,8.012
2809,2024-09-03 12:05:30.462+00:00,-1.187,4.065,7.854
2809,2024-09-03 12:05:30.596+00:00,-1.714,2.346,10.561
2809,2024-09-03 12:05:30.729+00:00,-1.829,2.274,9.595
2809,2024-09-03 12:05:30.860+00:00,-1.329,2.319,9.476
2809,2024-09-03 12:05:30.995+00:00,-0.794,2.277,5.399
2809,2024-09-03 12:05:31.127+00:00,-0.802,1.463,7.674
2809,2024-09-03 12:05:31.259+00:00,-1.463,0.207,12.504
2809,2024-09-03 12:05:31.394+00:00,-0.568,-1.436,12.904
2809,2024-09-03 12:05:31.526+00:00,-0.872,-1.455,8.523
2809,2024-09-03 12:05:31.660+00:00,-0.727,-1.36,10.561
2809,2024-09-03 12:05:31.794+00:00,-0.435,-1.625,9.354
2809,2024-09-03 12:05:31.924+00:00,-0.199,-1.507,9.67
2809,2024-09-03 12:05:32.061+00:00,-0.205,-2.013,9.72
2809,2024-09-03 12:05:32.192+00:00,-0.103,-2.062,9.573
2809,2024-09-03 12:05:32.326+00:00,-0.144,-2.23,9.512
2809,2024-09-03 12:05:32.459+00:00,0.385,-2.277,9.709
2809,2024-09-03 12:05:32.592+00:00,0.23,-2.291,9.703
2809,2024-09-03 12:05:32.724+00:00,0.126,-2.116,9.651
2809,2024-09-03 12:05:32.858+00:00,0.073,-1.79,9.747
2809,2024-09-03 12:05:32.991+00:00,0.197,-1.705,9.461
2809,2024-09-03 12:05:33.124+00:00,1.007,-1.216,10.135
2809,2024-09-03 12:05:33.257+00:00,1.6,-1.01,12.259
2809,2024-09-03 12:05:33.443+00:00,0.725,1.475,9.404
2809,2024-09-03 12:05:33.575+00:00,1.904,2.511,7.487
2809,2024-09-03 12:05:33.709+00:00,2.583,3.726,6.465
2809,2024-09-03 12:05:33.842+00:00,2.484,3.234,10.261
2809,2024-09-03 12:05:33.973+00:00,3.291,3.944,9.258
2809,2024-09-03 12:05:34.107+00:00,2.813,3.826,9.473
2809,2024-09-03 12:05:34.239+00:00,1.905,3.873,8.509
2809,2024-09-03 12:05:34.372+00:00,1.155,4.241,8.092
2809,2024-09-03 12:05:34.507+00:00,0.453,4.13,8.122
2809,2024-09-03 12:05:34.638+00:00,0.396,4.143,8.646
2809,2024-09-03 12:05:34.772+00:00,0.623,4.312,9.188
2809,2024-09-03 12:05:34.905+00:00,0.391,4.272,8.663
2809,2024-09-03 12:05:35.039+00:00,0.3,4.423,8.68
2809,2024-09-03 12:05:35.171+00:00,0.223,4.304,8.673
2809,2024-09-03 12:05:35.306+00:00,0.16,4.139,7.868
2809,2024-09-03 12:05:35.436+00:00,0.603,3.635,8.75
2809,2024-09-03 12:05:35.586+00:00,0.498,2.798,10.259
