2815,2024-09-08T23:39:54.890+0100,0.651,8.763,3.474
2815,2024-09-08T23:39:54.897+0100,0.788,8.713,3.117
2815,2024-09-08T23:39:54.901+0100,0.960,8.660,3.146
2815,2024-09-08T23:39:54.905+0100,1.041,8.928,3.203
2815,2024-09-08T23:39:54.917+0100,1.659,9.273,3.251
2815,2024-09-08T23:39:54.985+0100,2.253,9.347,3.258
2815,2024-09-08T23:39:54.989+0100,2.368,9.271,3.450
2815,2024-09-08T23:39:54.992+0100,1.930,9.074,3.948
2815,2024-09-08T23:39:54.996+0100,0.946,8.789,4.640
2815,2024-09-08T23:39:55.000+0100,-0.195,8.361,5.372
2815,2024-09-08T23:39:55.081+0100,-1.160,7.923,5.887
2815,2024-09-08T23:39:55.084+0100,-1.579,7.772,6.072
2815,2024-09-08T23:39:55.087+0100,-1.735,7.712,5.947
2815,2024-09-08T23:39:55.090+0100,-1.730,7.463,5.576
2815,2024-09-08T23:39:55.093+0100,-1.819,7.401,4.635
2815,2024-09-08T23:39:55.178+0100,-0.741,8.054,4.285
2815,2024-09-08T23:39:55.186+0100,0.474,8.562,4.527
2815,2024-09-08T23:39:55.194+0100,0.548,8.469,4.630
2815,2024-09-08T23:39:55.201+0100,0.012,8.155,4.544
2815,2024-09-08T23:39:55.207+0100,-0.100,8.205,4.568
2815,2024-09-08T23:39:55.272+0100,0.144,8.500,4.774
2815,2024-09-08T23:39:55.275+0100,0.390,8.576,4.836
2815,2024-09-08T23:39:55.278+0100,0.179,8.454,4.721
2815,2024-09-08T23:39:55.281+0100,-0.308,8.323,4.523
2815,2024-09-08T23:39:55.284+0100,-0.796,8.169,4.396
2815,2024-09-08T23:39:55.368+0100,-0.768,8.126,4.697
2815,2024-09-08T23:39:55.372+0100,-0.437,8.136,5.116
2815,2024-09-08T23:39:55.375+0100,-0.263,8.176,5.226
2815,2024-09-08T23:39:55.378+0100,-0.538,8.162,5.095
2815,2024-09-08T23:39:55.381+0100,-1.057,7.990,4.994
2815,2024-09-08T23:39:55.463+0100,-1.232,7.884,4.819
2815,2024-09-08T23:39:55.466+0100,-1.160,7.853,4.822
2815,2024-09-08T23:39:55.469+0100,-0.861,7.956,4.793
2815,2024-09-08T23:39:55.472+0100,-0.392,8.109,4.961
2815,2024-09-08T23:39:55.475+0100,-0.002,8.301,5.073
2815,2024-09-08T23:39:55.559+0100,0.098,8.346,4.810
2815,2024-09-08T23:39:55.562+0100,-0.025,8.406,4.647
2815,2024-09-08T23:39:55.565+0100,0.103,8.464,4.657
2815,2024-09-08T23:39:55.568+0100,0.548,8.581,4.652
2815,2024-09-08T23:39:55.571+0100,0.900,8.696,4.501
2815,2024-09-08T23:39:55.655+0100,1.132,8.756,4.350
2815,2024-09-08T23:39:55.664+0100,1.075,8.837,4.285
2815,2024-09-08T23:39:55.672+0100,1.044,8.866,4.242
2815,2024-09-08T23:39:55.679+0100,1.041,8.782,4.199
2815,2024-09-08T23:39:55.686+0100,0.970,8.718,4.151
2815,2024-09-08T23:39:55.751+0100,0.888,8.797,4.034
2815,2024-09-08T23:39:55.760+0100,0.728,8.761,3.878
2815,2024-09-08T23:39:55.768+0100,0.495,8.634,3.914
2815,2024-09-08T23:39:55.775+0100,0.539,8.528,4.003
2815,2024-09-08T23:39:55.782+0100,0.469,8.552,3.984
2815,2024-09-08T23:39:55.847+0100,0.572,8.610,4.003
2815,2024-09-08T23:39:55.855+0100,0.474,8.607,3.948
2815,2024-09-08T23:39:55.862+0100,0.314,8.586,3.936
2815,2024-09-08T23:39:55.869+0100,0.354,8.595,3.850
2815,2024-09-08T23:39:55.876+0100,0.572,8.658,3.881
2815,2024-09-08T23:39:55.942+0100,0.795,8.670,4.020
2815,2024-09-08T23:39:55.950+0100,0.706,8.686,4.173
2815,2024-09-08T23:39:55.957+0100,0.601,8.703,4.228
2815,2024-09-08T23:39:55.964+0100,0.558,8.718,4.120
2815,2024-09-08T23:39:55.971+0100,0.622,8.749,4.008
2815,2024-09-08T23:39:56.038+0100,0.663,8.732,3.936
2815,2024-09-08T23:39:56.045+0100,0.742,8.792,3.816
2815,2024-09-08T23:39:56.052+0100,0.756,8.821,3.742
2815,2024-09-08T23:39:56.059+0100,0.665,8.749,3.670
2815,2024-09-08T23:39:56.065+0100,0.577,8.708,3.553
2815,2024-09-08T23:39:56.133+0100,0.610,8.653,3.615
2815,2024-09-08T23:39:56.141+0100,0.589,8.610,3.814
2815,2024-09-08T23:39:56.148+0100,0.234,8.495,4.068
2815,2024-09-08T23:39:56.155+0100,-0.138,8.406,4.396
2815,2024-09-08T23:39:56.162+0100,-0.140,8.335,4.891
2815,2024-09-08T23:39:56.227+0100,0.005,8.382,5.097
2815,2024-09-08T23:39:56.235+0100,0.079,8.528,4.994
2815,2024-09-08T23:39:56.242+0100,0.050,8.641,4.760
2815,2024-09-08T23:39:56.250+0100,0.005,8.675,4.463
2815,2024-09-08T23:39:56.257+0100,-0.164,8.514,4.472
2815,2024-09-08T23:39:56.324+0100,-0.224,8.335,4.870
2815,2024-09-08T23:39:56.331+0100,-0.382,8.227,5.183
2815,2024-09-08T23:39:56.338+0100,-0.562,8.196,5.049
2815,2024-09-08T23:39:56.345+0100,-0.830,8.251,4.803
2815,2024-09-08T23:39:56.353+0100,-0.895,8.162,4.590
2815,2024-09-08T23:39:56.420+0100,-0.540,8.212,4.549
2815,2024-09-08T23:39:56.428+0100,-0.282,8.277,4.877
2815,2024-09-08T23:39:56.435+0100,-0.437,8.212,4.884
2815,2024-09-08T23:39:56.442+0100,-0.744,8.191,4.561
2815,2024-09-08T23:39:56.450+0100,-0.660,8.205,4.460
2815,2024-09-08T23:39:56.515+0100,-0.330,8.246,4.532
2815,2024-09-08T23:39:56.522+0100,-0.140,8.308,4.609
2815,2024-09-08T23:39:56.529+0100,-0.406,8.165,4.951
2815,2024-09-08T23:39:56.536+0100,-0.816,7.995,5.246
2815,2024-09-08T23:39:56.544+0100,-1.180,7.887,5.432
2815,2024-09-08T23:39:56.612+0100,-1.472,7.853,5.598
2815,2024-09-08T23:39:56.618+0100,-1.539,7.968,5.645
2815,2024-09-08T23:39:56.626+0100,-1.282,8.076,5.598
2815,2024-09-08T23:39:56.633+0100,-0.950,8.100,5.351
2815,2024-09-08T23:39:56.640+0100,-0.703,8.097,5.021
2815,2024-09-08T23:39:56.707+0100,-0.562,8.102,4.817
2815,2024-09-08T23:39:56.714+0100,-0.533,8.047,4.877
2815,2024-09-08T23:39:56.722+0100,-0.693,7.980,5.088
2815,2024-09-08T23:39:56.730+0100,-1.232,7.872,5.032
