ID,Timestamp,X,Y,Z
2815,2024-09-08 22:38:25.737+00:00,0.246,-0.27,9.838
2815,2024-09-08 22:38:25.762+00:00,0.256,-0.27,9.84
2815,2024-09-08 22:38:25.774+00:00,0.258,-0.267,9.847
2815,2024-09-08 22:38:25.794+00:00,0.251,-0.258,9.857
2815,2024-09-08 22:38:25.813+00:00,0.254,-0.262,9.85
2815,2024-09-08 22:38:25.833+00:00,0.266,-0.27,9.859
2815,2024-09-08 22:38:25.853+00:00,0.268,-0.267,9.855
2815,2024-09-08 22:38:25.884+00:00,0.251,-0.267,9.85
2815,2024-09-08 22:38:25.893+00:00,0.266,-0.272,9.852
2815,2024-09-08 22:38:25.909+00:00,0.263,-0.286,9.85
2815,2024-09-08 22:38:25.927+00:00,0.263,-0.27,9.85
2815,2024-09-08 22:38:25.947+00:00,0.254,-0.272,9.84
2815,2024-09-08 22:38:25.967+00:00,0.239,-0.277,9.867
2815,2024-09-08 22:38:25.986+00:00,0.244,-0.274,9.881
2815,2024-09-08 22:38:26.006+00:00,0.242,-0.267,9.855
2815,2024-09-08 22:38:26.023+00:00,0.268,-0.25,9.833
2815,2024-09-08 22:38:26.044+00:00,0.258,-0.258,9.871
2815,2024-09-08 22:38:26.062+00:00,0.268,-0.277,9.888
2815,2024-09-08 22:38:26.084+00:00,0.278,-0.284,9.871
2815,2024-09-08 22:38:26.101+00:00,0.29,-0.284,9.826
2815,2024-09-08 22:38:26.119+00:00,0.273,-0.282,9.785
2815,2024-09-08 22:38:26.139+00:00,0.256,-0.286,9.819
2815,2024-09-08 22:38:26.163+00:00,0.246,-0.315,9.845
2815,2024-09-08 22:38:26.179+00:00,0.266,-0.329,9.869
2815,2024-09-08 22:38:26.195+00:00,0.256,-0.296,9.893
2815,2024-09-08 22:38:26.213+00:00,0.246,-0.27,9.917
2815,2024-09-08 22:38:26.233+00:00,0.23,-0.243,9.89
2815,2024-09-08 22:38:26.256+00:00,0.234,-0.214,9.874
2815,2024-09-08 22:38:26.274+00:00,0.251,-0.191,9.833
2815,2024-09-08 22:38:26.292+00:00,0.287,-0.21,9.8
2815,2024-09-08 22:38:26.310+00:00,0.297,-0.246,9.807
2815,2024-09-08 22:38:26.327+00:00,0.287,-0.282,9.823
2815,2024-09-08 22:38:26.347+00:00,0.278,-0.301,9.819
2815,2024-09-08 22:38:26.366+00:00,0.27,-0.25,9.814
2815,2024-09-08 22:38:26.385+00:00,0.263,-0.246,9.819
2815,2024-09-08 22:38:26.404+00:00,0.244,-0.226,9.862
2815,2024-09-08 22:38:26.423+00:00,0.227,-0.226,9.879
2815,2024-09-08 22:38:26.443+00:00,0.23,-0.214,9.867
2815,2024-09-08 22:38:26.461+00:00,0.242,-0.212,9.876
2815,2024-09-08 22:38:26.480+00:00,0.213,-0.224,9.895
2815,2024-09-08 22:38:26.500+00:00,0.256,-0.294,9.68
2815,2024-09-08 22:38:26.519+00:00,0.244,-0.214,9.627
2815,2024-09-08 22:38:26.539+00:00,0.325,-0.262,10.147
2815,2024-09-08 22:38:26.559+00:00,0.342,-0.32,10.02
2815,2024-09-08 22:38:26.576+00:00,0.232,-0.337,9.618
2815,2024-09-08 22:38:26.600+00:00,0.172,-0.329,9.732
2815,2024-09-08 22:38:26.614+00:00,0.366,-0.291,10.092
2815,2024-09-08 22:38:26.633+00:00,0.515,-0.344,10.283
2815,2024-09-08 22:38:26.653+00:00,1.343,0.397,9.9
2815,2024-09-08 22:38:26.673+00:00,2.057,0.582,9.761
2815,2024-09-08 22:38:26.690+00:00,1.736,0.309,9.785
2815,2024-09-08 22:38:26.709+00:00,0.653,-0.047,9.689
