ID,Timestamp,X,Y,Z
2830,2024-09-03 13:13:49.346+00:00,7.548,-4.536,-4.258
2830,2024-09-03 13:13:49.478+00:00,7.558,-4.537,-4.262
2830,2024-09-03 13:13:49.611+00:00,7.564,-4.54,-4.266
2830,2024-09-03 13:13:49.745+00:00,7.531,-4.551,-4.246
2830,2024-09-03 13:13:49.876+00:00,7.559,-4.558,-4.268
2830,2024-09-03 13:13:50.011+00:00,7.552,-4.574,-4.251
2830,2024-09-03 13:13:50.141+00:00,7.53,-4.595,-4.223
2830,2024-09-03 13:13:50.277+00:00,7.555,-4.631,-4.226
2830,2024-09-03 13:13:50.409+00:00,7.509,-4.668,-4.185
2830,2024-09-03 13:13:50.545+00:00,7.512,-4.731,-4.178
2830,2024-09-03 13:13:50.674+00:00,7.458,-4.779,-4.14
2830,2024-09-03 13:13:50.808+00:00,7.442,-4.853,-4.121
2830,2024-09-03 13:13:50.944+00:00,7.497,-4.869,-4.145
2830,2024-09-03 13:13:51.074+00:00,7.4,-4.884,-4.04
2830,2024-09-03 13:13:51.208+00:00,7.391,-4.92,-4.04
2830,2024-09-03 13:13:51.342+00:00,7.446,-4.918,-4.061
2830,2024-09-03 13:13:51.474+00:00,7.436,-4.902,-4.048
2830,2024-09-03 13:13:51.606+00:00,7.444,-4.909,-4.055
2830,2024-09-03 13:13:51.740+00:00,7.433,-4.915,-4.045
2830,2024-09-03 13:13:51.873+00:00,7.436,-4.894,-4.044
2830,2024-09-03 13:13:52.008+00:00,7.485,-4.912,-4.067
2830,2024-09-03 13:13:52.141+00:00,7.409,-4.895,-4.022
2830,2024-09-03 13:13:52.274+00:00,7.46,-4.914,-4.053
2830,2024-09-03 13:13:52.408+00:00,7.434,-4.903,-4.032
2830,2024-09-03 13:13:52.540+00:00,7.465,-4.903,-4.047
2830,2024-09-03 13:13:52.672+00:00,7.391,-4.902,-4.015
2830,2024-09-03 13:13:52.804+00:00,7.472,-4.914,-4.066
2830,2024-09-03 13:13:52.938+00:00,7.479,-4.893,-4.06
2830,2024-09-03 13:13:53.070+00:00,7.455,-4.898,-4.047
2830,2024-09-03 13:13:53.204+00:00,7.439,-4.889,-4.029
2830,2024-09-03 13:13:53.339+00:00,7.472,-4.895,-4.05
2830,2024-09-03 13:13:53.474+00:00,7.45,-4.891,-4.043
2830,2024-09-03 13:13:53.601+00:00,7.448,-4.895,-4.041
2830,2024-09-03 13:13:53.738+00:00,7.457,-4.892,-4.042
2830,2024-09-03 13:13:53.868+00:00,7.461,-4.892,-4.042
2830,2024-09-03 13:13:54.004+00:00,7.448,-4.893,-4.036
2830,2024-09-03 13:13:54.137+00:00,7.449,-4.893,-4.038
2830,2024-09-03 13:13:54.271+00:00,7.483,-4.893,-4.056
2830,2024-09-03 13:13:54.404+00:00,7.475,-4.902,-4.051
2830,2024-09-03 13:13:54.537+00:00,7.46,-4.905,-4.045
2830,2024-09-03 13:13:54.667+00:00,7.466,-4.934,-4.068
2830,2024-09-03 13:13:54.804+00:00,7.431,-4.965,-4.037
2830,2024-09-03 13:13:54.935+00:00,7.329,-4.995,-3.909
2830,2024-09-03 13:13:55.068+00:00,7.447,-5.009,-3.976
2830,2024-09-03 13:13:55.201+00:00,7.406,-5.002,-3.948
2830,2024-09-03 13:13:55.335+00:00,7.411,-5.011,-3.957
2830,2024-09-03 13:13:55.467+00:00,7.412,-5.005,-3.946
2830,2024-09-03 13:13:55.599+00:00,7.477,-5.023,-3.995
2830,2024-09-03 13:13:55.735+00:00,7.442,-4.988,-3.938
2830,2024-09-03 13:13:55.872+00:00,7.379,-5.001,-3.928
2830,2024-09-03 13:13:56.000+00:00,7.462,-5.009,-3.958
2830,2024-09-03 13:13:56.132+00:00,7.43,-4.99,-3.934
2830,2024-09-03 13:13:56.267+00:00,7.424,-4.982,-3.923
