ID,Timestamp,X,Y,Z
2807,2024-09-05 20:59:34.244+00:00,2.186,-0.666,9.852
2807,2024-09-05 20:59:34.402+00:00,2.203,-0.666,9.845
2807,2024-09-05 20:59:34.565+00:00,2.164,-0.666,9.843
2807,2024-09-05 20:59:34.724+00:00,2.184,-0.666,9.862
2807,2024-09-05 20:59:34.885+00:00,2.172,-0.663,9.819
2807,2024-09-05 20:59:35.041+00:00,2.186,-0.68,9.835
2807,2024-09-05 20:59:35.204+00:00,2.181,-0.656,9.833
2807,2024-09-05 20:59:35.362+00:00,2.179,-0.646,9.84
2807,2024-09-05 20:59:35.525+00:00,2.176,-0.663,9.84
2807,2024-09-05 20:59:35.685+00:00,2.172,-0.661,9.867
2807,2024-09-05 20:59:35.844+00:00,2.181,-0.666,9.85
2807,2024-09-05 20:59:36.002+00:00,2.188,-0.678,9.84
2807,2024-09-05 20:59:36.164+00:00,2.181,-0.673,9.857
2807,2024-09-05 20:59:36.321+00:00,2.191,-0.663,9.852
2807,2024-09-05 20:59:36.485+00:00,2.186,-0.658,9.867
2807,2024-09-05 20:59:36.644+00:00,2.179,-0.68,9.847
2807,2024-09-05 20:59:36.801+00:00,2.172,-0.666,9.838
2807,2024-09-05 20:59:36.965+00:00,2.191,-0.668,9.852
2807,2024-09-05 20:59:37.120+00:00,2.186,-0.678,9.852
2807,2024-09-05 20:59:37.284+00:00,2.186,-0.673,9.831
2807,2024-09-05 20:59:37.440+00:00,2.186,-0.666,9.835
2807,2024-09-05 20:59:37.600+00:00,2.203,-0.663,9.838
2807,2024-09-05 20:59:37.761+00:00,2.174,-0.67,9.85
2807,2024-09-05 20:59:37.921+00:00,2.179,-0.663,9.835
2807,2024-09-05 20:59:38.082+00:00,2.188,-0.668,9.852
2807,2024-09-05 20:59:38.245+00:00,2.184,-0.668,9.845
2807,2024-09-05 20:59:38.401+00:00,2.181,-0.678,9.831
2807,2024-09-05 20:59:38.565+00:00,2.195,-0.67,9.835
2807,2024-09-05 20:59:38.724+00:00,2.179,-0.673,9.852
2807,2024-09-05 20:59:38.882+00:00,2.193,-0.666,9.859
2807,2024-09-05 20:59:39.045+00:00,2.179,-0.673,9.85
2807,2024-09-05 20:59:39.204+00:00,2.186,-0.661,9.857
2807,2024-09-05 20:59:39.362+00:00,2.176,-0.678,9.85
2807,2024-09-05 20:59:39.524+00:00,2.164,-0.666,9.85
2807,2024-09-05 20:59:39.681+00:00,2.169,-0.673,9.852
2807,2024-09-05 20:59:39.845+00:00,2.193,-0.68,9.859
2807,2024-09-05 20:59:40.001+00:00,2.191,-0.668,9.85
2807,2024-09-05 20:59:40.162+00:00,2.172,-0.675,9.826
2807,2024-09-05 20:59:40.325+00:00,2.186,-0.661,9.855
2807,2024-09-05 20:59:40.482+00:00,2.184,-0.67,9.857
2807,2024-09-05 20:59:40.642+00:00,2.184,-0.666,9.831
2807,2024-09-05 20:59:40.804+00:00,2.162,-0.67,9.831
2807,2024-09-05 20:59:40.964+00:00,2.176,-0.675,9.864
2807,2024-09-05 20:59:41.121+00:00,2.191,-0.666,9.852
2807,2024-09-05 20:59:41.280+00:00,2.181,-0.663,9.855
2807,2024-09-05 20:59:41.441+00:00,2.193,-0.661,9.835
2807,2024-09-05 20:59:41.601+00:00,2.186,-0.668,9.84
2807,2024-09-05 20:59:41.764+00:00,2.191,-0.68,9.838
2807,2024-09-05 20:59:41.921+00:00,2.181,-0.663,9.857
2807,2024-09-05 20:59:42.084+00:00,2.184,-0.68,9.855
2807,2024-09-05 20:59:42.241+00:00,2.184,-0.673,9.835
2807,2024-09-05 20:59:42.400+00:00,2.174,-0.656,9.845
2807,2024-09-05 20:59:42.565+00:00,2.195,-0.673,9.847
2807,2024-09-05 20:59:42.721+00:00,2.176,-0.67,9.852
2807,2024-09-05 20:59:42.884+00:00,2.179,-0.666,9.843
2807,2024-09-05 20:59:43.041+00:00,2.195,-0.663,9.835
2807,2024-09-05 20:59:43.205+00:00,2.186,-0.668,9.831
2807,2024-09-05 20:59:43.362+00:00,2.191,-0.67,9.862
2807,2024-09-05 20:59:43.522+00:00,2.195,-0.644,9.855
2807,2024-09-05 20:59:43.684+00:00,2.179,-0.646,9.847
2807,2024-09-05 20:59:43.842+00:00,2.176,-0.678,9.859
2807,2024-09-05 20:59:44.004+00:00,2.195,-0.663,9.831
2807,2024-09-05 20:59:44.161+00:00,2.193,-0.658,9.843
2807,2024-09-05 20:59:44.322+00:00,2.198,-0.663,9.847
2807,2024-09-05 20:59:44.481+00:00,2.198,-0.673,9.843
2807,2024-09-05 20:59:44.642+00:00,2.174,-0.663,9.823
2807,2024-09-05 20:59:44.805+00:00,2.176,-0.666,9.871
2807,2024-09-05 20:59:44.964+00:00,2.184,-0.663,9.852
2807,2024-09-05 20:59:45.123+00:00,2.184,-0.675,9.845
2807,2024-09-05 20:59:45.282+00:00,2.176,-0.685,9.857
2807,2024-09-05 20:59:45.445+00:00,2.188,-0.675,9.843
2807,2024-09-05 20:59:45.601+00:00,2.179,-0.658,9.826
2807,2024-09-05 20:59:45.764+00:00,2.186,-0.675,9.845
2807,2024-09-05 20:59:45.924+00:00,2.179,-0.666,9.857
2807,2024-09-05 20:59:46.084+00:00,2.176,-0.651,9.843
2807,2024-09-05 20:59:46.245+00:00,2.205,-0.656,9.84
2807,2024-09-05 20:59:46.405+00:00,2.195,-0.67,9.871
2807,2024-09-05 20:59:46.560+00:00,2.188,-0.67,9.85
2807,2024-09-05 20:59:46.725+00:00,2.184,-0.678,9.838
2807,2024-09-05 20:59:46.884+00:00,2.179,-0.675,9.85
2807,2024-09-05 20:59:47.045+00:00,2.188,-0.68,9.835
2807,2024-09-05 20:59:47.205+00:00,2.195,-0.644,9.862
2807,2024-09-05 20:59:47.363+00:00,2.179,-0.642,9.835
2807,2024-09-05 20:59:47.524+00:00,2.195,-0.678,9.843
2807,2024-09-05 20:59:47.682+00:00,2.184,-0.666,9.855
2807,2024-09-05 20:59:47.845+00:00,2.174,-0.67,9.857
2807,2024-09-05 20:59:48.005+00:00,2.169,-0.651,9.845
2807,2024-09-05 20:59:48.162+00:00,2.186,-0.682,9.855
2807,2024-09-05 20:59:48.325+00:00,2.191,-0.682,9.828
2807,2024-09-05 20:59:48.481+00:00,2.195,-0.663,9.862
2807,2024-09-05 20:59:48.645+00:00,2.195,-0.68,9.847
2807,2024-09-05 20:59:48.801+00:00,2.186,-0.666,9.845
2807,2024-09-05 20:59:48.963+00:00,2.198,-0.658,9.871
2807,2024-09-05 20:59:49.123+00:00,2.188,-0.673,9.852
2807,2024-09-05 20:59:49.281+00:00,2.167,-0.666,9.84
2807,2024-09-05 20:59:49.444+00:00,2.191,-0.67,9.864
2807,2024-09-05 20:59:49.600+00:00,2.188,-0.687,9.845
2807,2024-09-05 20:59:49.762+00:00,2.186,-0.654,9.814
2807,2024-09-05 20:59:49.925+00:00,2.181,-0.661,9.862
2807,2024-09-05 20:59:50.084+00:00,2.191,-0.675,9.833
2807,2024-09-05 20:59:50.241+00:00,2.203,-0.673,9.826
2807,2024-09-05 20:59:50.405+00:00,2.205,-0.67,9.857
2807,2024-09-05 20:59:50.563+00:00,2.186,-0.685,9.826
2807,2024-09-05 20:59:50.722+00:00,2.191,-0.666,9.855
2807,2024-09-05 20:59:50.884+00:00,2.181,-0.675,9.84
2807,2024-09-05 20:59:51.043+00:00,2.195,-0.658,9.859
2807,2024-09-05 20:59:51.204+00:00,2.191,-0.654,9.831
2807,2024-09-05 20:59:51.360+00:00,2.193,-0.673,9.835
2807,2024-09-05 20:59:51.521+00:00,2.195,-0.666,9.855
2807,2024-09-05 20:59:51.685+00:00,2.188,-0.668,9.864
2807,2024-09-05 20:59:51.841+00:00,2.179,-0.661,9.843
2807,2024-09-05 20:59:52.002+00:00,2.203,-0.673,9.85
2807,2024-09-05 20:59:52.162+00:00,2.174,-0.675,9.843
2807,2024-09-05 20:59:52.323+00:00,2.193,-0.663,9.84
2807,2024-09-05 20:59:52.481+00:00,2.2,-0.67,9.852
2807,2024-09-05 20:59:52.641+00:00,2.195,-0.666,9.826
