ID,Timestamp,X,Y,Z
2807,2024-09-05 21:50:34.242+00:00,2.428,-0.982,9.768
2807,2024-09-05 21:50:34.404+00:00,2.416,-0.991,9.756
2807,2024-09-05 21:50:34.565+00:00,2.423,-0.991,9.752
2807,2024-09-05 21:50:34.722+00:00,2.437,-0.994,9.768
2807,2024-09-05 21:50:34.885+00:00,2.43,-1.001,9.773
2807,2024-09-05 21:50:35.041+00:00,2.413,-0.962,9.747
2807,2024-09-05 21:50:35.205+00:00,2.416,-0.996,9.785
2807,2024-09-05 21:50:35.365+00:00,2.425,-0.986,9.773
2807,2024-09-05 21:50:35.522+00:00,2.428,-0.998,9.78
2807,2024-09-05 21:50:35.684+00:00,2.428,-0.977,9.771
2807,2024-09-05 21:50:35.845+00:00,2.428,-0.979,9.759
2807,2024-09-05 21:50:36.002+00:00,2.416,-0.974,9.761
2807,2024-09-05 21:50:36.161+00:00,2.442,-0.984,9.778
2807,2024-09-05 21:50:36.320+00:00,2.423,-0.974,9.785
2807,2024-09-05 21:50:36.484+00:00,2.433,-0.986,9.771
2807,2024-09-05 21:50:36.644+00:00,2.433,-0.984,9.764
2807,2024-09-05 21:50:36.805+00:00,2.447,-0.97,9.778
2807,2024-09-05 21:50:36.962+00:00,2.433,-0.984,9.761
2807,2024-09-05 21:50:37.125+00:00,2.428,-0.998,9.785
2807,2024-09-05 21:50:37.285+00:00,2.418,-0.991,9.761
2807,2024-09-05 21:50:37.444+00:00,2.433,-0.974,9.773
2807,2024-09-05 21:50:37.601+00:00,2.435,-0.974,9.799
2807,2024-09-05 21:50:37.762+00:00,2.43,-0.972,9.773
2807,2024-09-05 21:50:37.925+00:00,2.423,-0.986,9.771
2807,2024-09-05 21:50:38.085+00:00,2.437,-0.977,9.771
2807,2024-09-05 21:50:38.245+00:00,2.428,-0.989,9.764
2807,2024-09-05 21:50:38.405+00:00,2.433,-0.97,9.778
2807,2024-09-05 21:50:38.562+00:00,2.433,-0.979,9.759
2807,2024-09-05 21:50:38.722+00:00,2.413,-0.982,9.764
2807,2024-09-05 21:50:38.881+00:00,2.428,-0.979,9.776
2807,2024-09-05 21:50:39.041+00:00,2.428,-0.984,9.768
2807,2024-09-05 21:50:39.202+00:00,2.416,-0.967,9.768
2807,2024-09-05 21:50:39.360+00:00,2.433,-0.984,9.766
2807,2024-09-05 21:50:39.521+00:00,2.428,-0.984,9.764
2807,2024-09-05 21:50:39.685+00:00,2.425,-0.984,9.766
2807,2024-09-05 21:50:39.845+00:00,2.421,-0.982,9.768
2807,2024-09-05 21:50:40.004+00:00,2.418,-0.974,9.78
2807,2024-09-05 21:50:40.165+00:00,2.437,-0.984,9.785
2807,2024-09-05 21:50:40.325+00:00,2.43,-0.972,9.773
2807,2024-09-05 21:50:40.480+00:00,2.435,-0.979,9.778
2807,2024-09-05 21:50:40.642+00:00,2.425,-0.989,9.778
2807,2024-09-05 21:50:40.803+00:00,2.433,-0.972,9.78
2807,2024-09-05 21:50:40.964+00:00,2.435,-0.991,9.768
2807,2024-09-05 21:50:41.124+00:00,2.43,-0.977,9.766
2807,2024-09-05 21:50:41.285+00:00,2.423,-0.972,9.754
2807,2024-09-05 21:50:41.445+00:00,2.423,-0.979,9.773
2807,2024-09-05 21:50:41.601+00:00,2.442,-0.979,9.785
2807,2024-09-05 21:50:41.765+00:00,2.418,-0.989,9.776
2807,2024-09-05 21:50:41.924+00:00,2.433,-0.972,9.78
2807,2024-09-05 21:50:42.085+00:00,2.416,-0.977,9.761
2807,2024-09-05 21:50:42.241+00:00,2.421,-0.984,9.773
2807,2024-09-05 21:50:42.405+00:00,2.418,-0.984,9.773
2807,2024-09-05 21:50:42.565+00:00,2.421,-0.972,9.776
2807,2024-09-05 21:50:42.723+00:00,2.423,-0.994,9.79
2807,2024-09-05 21:50:42.884+00:00,2.411,-0.991,9.761
2807,2024-09-05 21:50:43.043+00:00,2.435,-0.996,9.78
2807,2024-09-05 21:50:43.202+00:00,2.428,-0.979,9.78
2807,2024-09-05 21:50:43.365+00:00,2.416,-0.989,9.787
2807,2024-09-05 21:50:43.523+00:00,2.452,-0.979,9.766
2807,2024-09-05 21:50:43.681+00:00,2.425,-0.991,9.756
2807,2024-09-05 21:50:43.840+00:00,2.425,-0.982,9.771
2807,2024-09-05 21:50:44.005+00:00,2.437,-0.979,9.768
2807,2024-09-05 21:50:44.161+00:00,2.433,-0.979,9.768
